success,trial_type,trial_index,time_elapsed,internal_node_id,ID,StartTime,EndTime,rt,stimulus,response,task,question_order,stim,answer,Score
,survey-multi-choice,10,79423,0.0-2.0-8.0,4523774,2023/10/18 14:56,2023/10/18 15:00,14620,,Array,vocab_task,Array,,,2
,survey-multi-choice,11,88246,0.0-2.0-9.0,4523774,2023/10/18 14:56,2023/10/18 15:00,8822,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,97193,0.0-2.0-10.0,4523774,2023/10/18 14:56,2023/10/18 15:00,8943,,Array,vocab_task,Array,,,0
,survey-multi-choice,13,105925,0.0-2.0-11.0,4523774,2023/10/18 14:56,2023/10/18 15:00,8730,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,113469,0.0-2.0-12.0,4523774,2023/10/18 14:56,2023/10/18 15:00,7542,,Array,vocab_task,Array,,,2
,survey-multi-choice,15,122174,0.0-2.0-13.0,4523774,2023/10/18 14:56,2023/10/18 15:00,8704,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,126766,0.0-2.0-14.0,4523774,2023/10/18 14:56,2023/10/18 15:00,4590,,Array,vocab_task,Array,,,1
,survey-multi-choice,17,139018,0.0-2.0-15.0,4523774,2023/10/18 14:56,2023/10/18 15:00,12250,,Array,vocab_task,Array,,,1
,survey-multi-choice,18,149942,0.0-2.0-16.0,4523774,2023/10/18 14:56,2023/10/18 15:00,10922,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,160012,0.0-2.0-17.0,4523774,2023/10/18 14:56,2023/10/18 15:00,10068,,Array,vocab_task,Array,,,2
,survey-multi-choice,20,195005,0.0-2.0-18.0,4523774,2023/10/18 14:56,2023/10/18 15:00,34992,,Array,vocab_task,Array,,,2
,survey-multi-choice,21,209550,0.0-2.0-19.0,4523774,2023/10/18 14:56,2023/10/18 15:00,14542,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,212020,0.0-3.0,4523774,2023/10/18 14:56,2023/10/18 15:00,2468,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,7505,0.0-0.0,4733003,2023/10/18 1:00,2023/10/18 1:02,,,,,,,,0
,html-keyboard-response,1,11893,0.0-1.0,4733003,2023/10/18 1:00,2023/10/18 1:02,4384,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,15753,0.0-2.0-0.0,4733003,2023/10/18 1:00,2023/10/18 1:02,3856,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,19899,0.0-2.0-1.0,4733003,2023/10/18 1:00,2023/10/18 1:02,4142,,Array,vocab_task,Array,,,2
,survey-multi-choice,4,23180,0.0-2.0-2.0,4733003,2023/10/18 1:00,2023/10/18 1:02,3278,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,28975,0.0-2.0-3.0,4733003,2023/10/18 1:00,2023/10/18 1:02,5792,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,31488,0.0-2.0-4.0,4733003,2023/10/18 1:00,2023/10/18 1:02,2510,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,34874,0.0-2.0-5.0,4733003,2023/10/18 1:00,2023/10/18 1:02,3383,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,39260,0.0-2.0-6.0,4733003,2023/10/18 1:00,2023/10/18 1:02,4383,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,43478,0.0-2.0-7.0,4733003,2023/10/18 1:00,2023/10/18 1:02,4215,,Array,vocab_task,Array,,,0
,survey-multi-choice,10,48625,0.0-2.0-8.0,4733003,2023/10/18 1:00,2023/10/18 1:02,5144,,Array,vocab_task,Array,,,2
,survey-multi-choice,11,52659,0.0-2.0-9.0,4733003,2023/10/18 1:00,2023/10/18 1:02,4031,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,56203,0.0-2.0-10.0,4733003,2023/10/18 1:00,2023/10/18 1:02,3542,,Array,vocab_task,Array,,,2
,survey-multi-choice,13,59014,0.0-2.0-11.0,4733003,2023/10/18 1:00,2023/10/18 1:02,2807,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,62559,0.0-2.0-12.0,4733003,2023/10/18 1:00,2023/10/18 1:02,3542,,Array,vocab_task,Array,,,1
,survey-multi-choice,15,67801,0.0-2.0-13.0,4733003,2023/10/18 1:00,2023/10/18 1:02,5240,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,72860,0.0-2.0-14.0,4733003,2023/10/18 1:00,2023/10/18 1:02,5055,,Array,vocab_task,Array,,,2
,survey-multi-choice,17,78503,0.0-2.0-15.0,4733003,2023/10/18 1:00,2023/10/18 1:02,5641,,Array,vocab_task,Array,,,2
,survey-multi-choice,18,81816,0.0-2.0-16.0,4733003,2023/10/18 1:00,2023/10/18 1:02,3310,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,86563,0.0-2.0-17.0,4733003,2023/10/18 1:00,2023/10/18 1:02,4744,,Array,vocab_task,Array,,,0
,survey-multi-choice,20,89747,0.0-2.0-18.0,4733003,2023/10/18 1:00,2023/10/18 1:02,3182,,Array,vocab_task,Array,,,2
,survey-multi-choice,21,94206,0.0-2.0-19.0,4733003,2023/10/18 1:00,2023/10/18 1:02,4455,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,96069,0.0-3.0,4733003,2023/10/18 1:00,2023/10/18 1:02,1860,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,3880,0.0-0.0,279820,2023/10/18 14:59,2023/10/18 15:02,,,,,,,,0
,html-keyboard-response,1,20153,0.0-1.0,279820,2023/10/18 14:59,2023/10/18 15:02,16272,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,26621,0.0-2.0-0.0,279820,2023/10/18 14:59,2023/10/18 15:02,6466,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,31565,0.0-2.0-1.0,279820,2023/10/18 14:59,2023/10/18 15:02,4941,,Array,vocab_task,Array,,,2
,survey-multi-choice,4,35061,0.0-2.0-2.0,279820,2023/10/18 14:59,2023/10/18 15:02,3493,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,39933,0.0-2.0-3.0,279820,2023/10/18 14:59,2023/10/18 15:02,4869,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,46789,0.0-2.0-4.0,279820,2023/10/18 14:59,2023/10/18 15:02,6853,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,50333,0.0-2.0-5.0,279820,2023/10/18 14:59,2023/10/18 15:02,3541,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,58701,0.0-2.0-6.0,279820,2023/10/18 14:59,2023/10/18 15:02,8366,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,63005,0.0-2.0-7.0,279820,2023/10/18 14:59,2023/10/18 15:02,4301,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,76645,0.0-2.0-8.0,279820,2023/10/18 14:59,2023/10/18 15:02,13637,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,82812,0.0-2.0-9.0,279820,2023/10/18 14:59,2023/10/18 15:02,6165,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,91917,0.0-2.0-10.0,279820,2023/10/18 14:59,2023/10/18 15:02,9102,,Array,vocab_task,Array,,,2
,survey-multi-choice,13,99341,0.0-2.0-11.0,279820,2023/10/18 14:59,2023/10/18 15:02,7421,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,110012,0.0-2.0-12.0,279820,2023/10/18 14:59,2023/10/18 15:02,10669,,Array,vocab_task,Array,,,2
,survey-multi-choice,15,116028,0.0-2.0-13.0,279820,2023/10/18 14:59,2023/10/18 15:02,6013,,Array,vocab_task,Array,,,2
,survey-multi-choice,16,120109,0.0-2.0-14.0,279820,2023/10/18 14:59,2023/10/18 15:02,4077,,Array,vocab_task,Array,,,2
,survey-multi-choice,17,130749,0.0-2.0-15.0,279820,2023/10/18 14:59,2023/10/18 15:02,10637,,Array,vocab_task,Array,,,2
,survey-multi-choice,18,136509,0.0-2.0-16.0,279820,2023/10/18 14:59,2023/10/18 15:02,5758,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,144637,0.0-2.0-17.0,279820,2023/10/18 14:59,2023/10/18 15:02,8125,,Array,vocab_task,Array,,,0
,survey-multi-choice,20,150885,0.0-2.0-18.0,279820,2023/10/18 14:59,2023/10/18 15:02,6245,,Array,vocab_task,Array,,,1
,survey-multi-choice,21,162501,0.0-2.0-19.0,279820,2023/10/18 14:59,2023/10/18 15:02,11613,,Array,vocab_task,Array,,,1
,html-keyboard-response,22,164024,0.0-3.0,279820,2023/10/18 14:59,2023/10/18 15:02,1521,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,8810,0.0-0.0,4549143,2023/10/18 14:53,2023/10/18 15:03,,,,,,,,0
,html-keyboard-response,1,20203,0.0-1.0,4549143,2023/10/18 14:53,2023/10/18 15:03,11391,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,48092,0.0-2.0-0.0,4549143,2023/10/18 14:53,2023/10/18 15:03,27888,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,77756,0.0-2.0-1.0,4549143,2023/10/18 14:53,2023/10/18 15:03,29661,,Array,vocab_task,Array,,,2
,survey-multi-choice,4,89597,0.0-2.0-2.0,4549143,2023/10/18 14:53,2023/10/18 15:03,11838,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,107586,0.0-2.0-3.0,4549143,2023/10/18 14:53,2023/10/18 15:03,17986,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,132103,0.0-2.0-4.0,4549143,2023/10/18 14:53,2023/10/18 15:03,24515,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,148220,0.0-2.0-5.0,4549143,2023/10/18 14:53,2023/10/18 15:03,16113,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,177885,0.0-2.0-6.0,4549143,2023/10/18 14:53,2023/10/18 15:03,29663,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,201619,0.0-2.0-7.0,4549143,2023/10/18 14:53,2023/10/18 15:03,23730,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,221492,0.0-2.0-8.0,4549143,2023/10/18 14:53,2023/10/18 15:03,19871,,Array,vocab_task,Array,,,0
,survey-multi-choice,11,258971,0.0-2.0-9.0,4549143,2023/10/18 14:53,2023/10/18 15:03,37476,,Array,vocab_task,Array,,,2
,survey-multi-choice,12,298485,0.0-2.0-10.0,4549143,2023/10/18 14:53,2023/10/18 15:03,39511,,Array,vocab_task,Array,,,1
,survey-multi-choice,13,318380,0.0-2.0-11.0,4549143,2023/10/18 14:53,2023/10/18 15:03,19893,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,352504,0.0-2.0-12.0,4549143,2023/10/18 14:53,2023/10/18 15:03,34122,,Array,vocab_task,Array,,,1
,survey-multi-choice,15,377994,0.0-2.0-13.0,4549143,2023/10/18 14:53,2023/10/18 15:03,25488,,Array,vocab_task,Array,,,2
,survey-multi-choice,16,407155,0.0-2.0-14.0,4549143,2023/10/18 14:53,2023/10/18 15:03,29158,,Array,vocab_task,Array,,,0
,survey-multi-choice,17,454607,0.0-2.0-15.0,4549143,2023/10/18 14:53,2023/10/18 15:03,47450,,Array,vocab_task,Array,,,0
,survey-multi-choice,18,475198,0.0-2.0-16.0,4549143,2023/10/18 14:53,2023/10/18 15:03,20588,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,492770,0.0-2.0-17.0,4549143,2023/10/18 14:53,2023/10/18 15:03,17569,,Array,vocab_task,Array,,,0
,survey-multi-choice,20,532806,0.0-2.0-18.0,4549143,2023/10/18 14:53,2023/10/18 15:03,40034,,Array,vocab_task,Array,,,1
,survey-multi-choice,21,561321,0.0-2.0-19.0,4549143,2023/10/18 14:53,2023/10/18 15:03,28511,,Array,vocab_task,Array,,,2
,html-keyboard-response,22,566347,0.0-3.0,4549143,2023/10/18 14:53,2023/10/18 15:03,5025,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,11091,0.0-0.0,930821,2023/10/18 15:05,2023/10/18 15:07,,,,,,,,0
,html-keyboard-response,1,17964,0.0-1.0,930821,2023/10/18 15:05,2023/10/18 15:07,6870,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,22657,0.0-2.0-0.0,930821,2023/10/18 15:05,2023/10/18 15:07,4684,,Array,vocab_task,Array,,,1
,survey-multi-choice,3,27668,0.0-2.0-1.0,930821,2023/10/18 15:05,2023/10/18 15:07,5006,,Array,vocab_task,Array,,,1
,survey-multi-choice,4,29573,0.0-2.0-2.0,930821,2023/10/18 15:05,2023/10/18 15:07,1901,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,31117,0.0-2.0-3.0,930821,2023/10/18 15:05,2023/10/18 15:07,1540,,Array,vocab_task,Array,,,0
,survey-multi-choice,6,38282,0.0-2.0-4.0,930821,2023/10/18 15:05,2023/10/18 15:07,7161,,Array,vocab_task,Array,,,0
,survey-multi-choice,7,40018,0.0-2.0-5.0,930821,2023/10/18 15:05,2023/10/18 15:07,1731,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,41496,0.0-2.0-6.0,930821,2023/10/18 15:05,2023/10/18 15:07,1474,,Array,vocab_task,Array,,,0
,survey-multi-choice,9,44455,0.0-2.0-7.0,930821,2023/10/18 15:05,2023/10/18 15:07,2956,,Array,vocab_task,Array,,,1
,survey-multi-choice,10,48725,0.0-2.0-8.0,930821,2023/10/18 15:05,2023/10/18 15:07,4266,,Array,vocab_task,Array,,,0
,survey-multi-choice,11,50666,0.0-2.0-9.0,930821,2023/10/18 15:05,2023/10/18 15:07,1936,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,54905,0.0-2.0-10.0,930821,2023/10/18 15:05,2023/10/18 15:07,4235,,Array,vocab_task,Array,,,0
,survey-multi-choice,13,56722,0.0-2.0-11.0,930821,2023/10/18 15:05,2023/10/18 15:07,1812,,Array,vocab_task,Array,,,0
,survey-multi-choice,14,86370,0.0-2.0-12.0,930821,2023/10/18 15:05,2023/10/18 15:07,29640,,Array,vocab_task,Array,,,0
,survey-multi-choice,15,88074,0.0-2.0-13.0,930821,2023/10/18 15:05,2023/10/18 15:07,1700,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,89925,0.0-2.0-14.0,930821,2023/10/18 15:05,2023/10/18 15:07,1848,,Array,vocab_task,Array,,,0
,survey-multi-choice,17,100572,0.0-2.0-15.0,930821,2023/10/18 15:05,2023/10/18 15:07,10642,,Array,vocab_task,Array,,,2
,survey-multi-choice,18,101683,0.0-2.0-16.0,930821,2023/10/18 15:05,2023/10/18 15:07,1107,,Array,vocab_task,Array,,,0
,survey-multi-choice,19,103365,0.0-2.0-17.0,930821,2023/10/18 15:05,2023/10/18 15:07,1678,,Array,vocab_task,Array,,,0
,survey-multi-choice,20,104427,0.0-2.0-18.0,930821,2023/10/18 15:05,2023/10/18 15:07,1059,,Array,vocab_task,Array,,,0
,survey-multi-choice,21,105595,0.0-2.0-19.0,930821,2023/10/18 15:05,2023/10/18 15:07,1165,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,107433,0.0-3.0,930821,2023/10/18 15:05,2023/10/18 15:07,1835,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,2559,0.0-0.0,1221408,2023/10/18 1:09,2023/10/18 1:10,,,,,,,,0
,html-keyboard-response,1,5004,0.0-1.0,1221408,2023/10/18 1:09,2023/10/18 1:10,2438,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,9164,0.0-2.0-0.0,1221408,2023/10/18 1:09,2023/10/18 1:10,4154,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,13894,0.0-2.0-1.0,1221408,2023/10/18 1:09,2023/10/18 1:10,4727,,Array,vocab_task,Array,,,1
,survey-multi-choice,4,16543,0.0-2.0-2.0,1221408,2023/10/18 1:09,2023/10/18 1:10,2646,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,20089,0.0-2.0-3.0,1221408,2023/10/18 1:09,2023/10/18 1:10,3542,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,23043,0.0-2.0-4.0,1221408,2023/10/18 1:09,2023/10/18 1:10,2951,,Array,vocab_task,Array,,,1
,survey-multi-choice,7,27773,0.0-2.0-5.0,1221408,2023/10/18 1:09,2023/10/18 1:10,4728,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,31854,0.0-2.0-6.0,1221408,2023/10/18 1:09,2023/10/18 1:10,4079,,Array,vocab_task,Array,,,1
,survey-multi-choice,9,36041,0.0-2.0-7.0,1221408,2023/10/18 1:09,2023/10/18 1:10,4183,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,39866,0.0-2.0-8.0,1221408,2023/10/18 1:09,2023/10/18 1:10,3823,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,43044,0.0-2.0-9.0,1221408,2023/10/18 1:09,2023/10/18 1:10,3175,,Array,vocab_task,Array,,,2
,survey-multi-choice,12,46982,0.0-2.0-10.0,1221408,2023/10/18 1:09,2023/10/18 1:10,3935,,Array,vocab_task,Array,,,1
,survey-multi-choice,13,50888,0.0-2.0-11.0,1221408,2023/10/18 1:09,2023/10/18 1:10,3903,,Array,vocab_task,Array,,,0
,survey-multi-choice,14,53841,0.0-2.0-12.0,1221408,2023/10/18 1:09,2023/10/18 1:10,2950,,Array,vocab_task,Array,,,0
,survey-multi-choice,15,56571,0.0-2.0-13.0,1221408,2023/10/18 1:09,2023/10/18 1:10,2727,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,59531,0.0-2.0-14.0,1221408,2023/10/18 1:09,2023/10/18 1:10,2958,,Array,vocab_task,Array,,,0
,survey-multi-choice,17,62604,0.0-2.0-15.0,1221408,2023/10/18 1:09,2023/10/18 1:10,3071,,Array,vocab_task,Array,,,2
,survey-multi-choice,18,65582,0.0-2.0-16.0,1221408,2023/10/18 1:09,2023/10/18 1:10,2975,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,68775,0.0-2.0-17.0,1221408,2023/10/18 1:09,2023/10/18 1:10,3190,,Array,vocab_task,Array,,,0
,survey-multi-choice,20,72473,0.0-2.0-18.0,1221408,2023/10/18 1:09,2023/10/18 1:10,3695,,Array,vocab_task,Array,,,1
,survey-multi-choice,21,74970,0.0-2.0-19.0,1221408,2023/10/18 1:09,2023/10/18 1:10,2495,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,76320,0.0-3.0,1221408,2023/10/18 1:09,2023/10/18 1:10,1346,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,8347,0.0-0.0,1210600,2023/10/18 15:12,2023/10/18 15:16,,,,,,,,0
,html-keyboard-response,1,15380,0.0-1.0,1210600,2023/10/18 15:12,2023/10/18 15:16,7032,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,31477,0.0-2.0-0.0,1210600,2023/10/18 15:12,2023/10/18 15:16,16095,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,49495,0.0-2.0-1.0,1210600,2023/10/18 15:12,2023/10/18 15:16,18016,,Array,vocab_task,Array,,,0
,survey-multi-choice,4,56002,0.0-2.0-2.0,1210600,2023/10/18 15:12,2023/10/18 15:16,6505,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,66438,0.0-2.0-3.0,1210600,2023/10/18 15:12,2023/10/18 15:16,10433,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,72895,0.0-2.0-4.0,1210600,2023/10/18 15:12,2023/10/18 15:16,6456,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,78063,0.0-2.0-5.0,1210600,2023/10/18 15:12,2023/10/18 15:16,5166,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,119966,0.0-2.0-6.0,1210600,2023/10/18 15:12,2023/10/18 15:16,41900,,Array,vocab_task,Array,,,1
,survey-multi-choice,9,130140,0.0-2.0-7.0,1210600,2023/10/18 15:12,2023/10/18 15:16,10172,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,142405,0.0-2.0-8.0,1210600,2023/10/18 15:12,2023/10/18 15:16,12263,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,152673,0.0-2.0-9.0,1210600,2023/10/18 15:12,2023/10/18 15:16,10266,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,164791,0.0-2.0-10.0,1210600,2023/10/18 15:12,2023/10/18 15:16,12116,,Array,vocab_task,Array,,,0
,survey-multi-choice,13,177881,0.0-2.0-11.0,1210600,2023/10/18 15:12,2023/10/18 15:16,13088,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,193495,0.0-2.0-12.0,1210600,2023/10/18 15:12,2023/10/18 15:16,15613,,Array,vocab_task,Array,,,2
,survey-multi-choice,15,202069,0.0-2.0-13.0,1210600,2023/10/18 15:12,2023/10/18 15:16,8572,,Array,vocab_task,Array,,,2
,survey-multi-choice,16,207398,0.0-2.0-14.0,1210600,2023/10/18 15:12,2023/10/18 15:16,5326,,Array,vocab_task,Array,,,2
,survey-multi-choice,17,226591,0.0-2.0-15.0,1210600,2023/10/18 15:12,2023/10/18 15:16,19192,,Array,vocab_task,Array,,,1
,survey-multi-choice,18,235592,0.0-2.0-16.0,1210600,2023/10/18 15:12,2023/10/18 15:16,8999,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,242538,0.0-2.0-17.0,1210600,2023/10/18 15:12,2023/10/18 15:16,6944,,Array,vocab_task,Array,,,2
,survey-multi-choice,20,251446,0.0-2.0-18.0,1210600,2023/10/18 15:12,2023/10/18 15:16,8905,,Array,vocab_task,Array,,,0
,survey-multi-choice,21,262076,0.0-2.0-19.0,1210600,2023/10/18 15:12,2023/10/18 15:16,10629,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,265770,0.0-3.0,1210600,2023/10/18 15:12,2023/10/18 15:16,3692,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,4730,0.0-0.0,769122,2023/10/18 15:17,2023/10/18 15:21,,,,,,,,0
,html-keyboard-response,1,12664,0.0-1.0,769122,2023/10/18 15:17,2023/10/18 15:21,7933,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,20134,0.0-2.0-0.0,769122,2023/10/18 15:17,2023/10/18 15:21,7468,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,23953,0.0-2.0-1.0,769122,2023/10/18 15:17,2023/10/18 15:21,3816,,Array,vocab_task,Array,,,2
,survey-multi-choice,4,27469,0.0-2.0-2.0,769122,2023/10/18 15:17,2023/10/18 15:21,3514,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,33561,0.0-2.0-3.0,769122,2023/10/18 15:17,2023/10/18 15:21,6089,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,40219,0.0-2.0-4.0,769122,2023/10/18 15:17,2023/10/18 15:21,6656,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,47441,0.0-2.0-5.0,769122,2023/10/18 15:17,2023/10/18 15:21,7220,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,59973,0.0-2.0-6.0,769122,2023/10/18 15:17,2023/10/18 15:21,12530,,Array,vocab_task,Array,,,1
,survey-multi-choice,9,70538,0.0-2.0-7.0,769122,2023/10/18 15:17,2023/10/18 15:21,10563,,Array,vocab_task,Array,,,1
,survey-multi-choice,10,81737,0.0-2.0-8.0,769122,2023/10/18 15:17,2023/10/18 15:21,11196,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,91502,0.0-2.0-9.0,769122,2023/10/18 15:17,2023/10/18 15:21,9763,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,100891,0.0-2.0-10.0,769122,2023/10/18 15:17,2023/10/18 15:21,9385,,Array,vocab_task,Array,,,0
,survey-multi-choice,13,106656,0.0-2.0-11.0,769122,2023/10/18 15:17,2023/10/18 15:21,5763,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,112845,0.0-2.0-12.0,769122,2023/10/18 15:17,2023/10/18 15:21,6186,,Array,vocab_task,Array,,,2
,survey-multi-choice,15,119010,0.0-2.0-13.0,769122,2023/10/18 15:17,2023/10/18 15:21,6163,,Array,vocab_task,Array,,,2
,survey-multi-choice,16,125519,0.0-2.0-14.0,769122,2023/10/18 15:17,2023/10/18 15:21,6503,,Array,vocab_task,Array,,,2
,survey-multi-choice,17,134203,0.0-2.0-15.0,769122,2023/10/18 15:17,2023/10/18 15:21,8682,,Array,vocab_task,Array,,,2
,survey-multi-choice,18,143413,0.0-2.0-16.0,769122,2023/10/18 15:17,2023/10/18 15:21,9208,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,149138,0.0-2.0-17.0,769122,2023/10/18 15:17,2023/10/18 15:21,5723,,Array,vocab_task,Array,,,0
,survey-multi-choice,20,164192,0.0-2.0-18.0,769122,2023/10/18 15:17,2023/10/18 15:21,15048,,Array,vocab_task,Array,,,0
,survey-multi-choice,21,185382,0.0-2.0-19.0,769122,2023/10/18 15:17,2023/10/18 15:21,21181,,Array,vocab_task,Array,,,1
,html-keyboard-response,22,248511,0.0-3.0,769122,2023/10/18 15:17,2023/10/18 15:21,63128,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,114561,0.0-0.0,963459,2023/10/18 15:17,2023/10/18 15:22,,,,,,,,0
